filename,cam_position,label,split,pairkey
2025_Conforme_1_Cam_T_1_0.jpg,T,Vide,train,2025_Conforme_1_Cam_X_1_0.jpg
2025_Conforme_1_Cam_B_1_0.jpg,B,Vide,train,2025_Conforme_1_Cam_X_1_0.jpg
2025_Conforme_1_Cam_T_1_1.jpg,T,Vide,train,2025_Conforme_1_Cam_X_1_1.jpg
2025_Conforme_1_Cam_B_1_1.jpg,B,Vide,train,2025_Conforme_1_Cam_X_1_1.jpg
2025_Conforme_1_Cam_T_1_10.jpg,T,Vide,train,2025_Conforme_1_Cam_X_1_10.jpg
2025_Conforme_1_Cam_B_1_10.jpg,B,Vide,train,2025_Conforme_1_Cam_X_1_10.jpg
2025_Conforme_1_Cam_T_1_100.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_100.jpg
2025_Conforme_1_Cam_B_1_100.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_100.jpg
2025_Conforme_1_Cam_T_1_101.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_101.jpg
2025_Conforme_1_Cam_B_1_101.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_101.jpg
2025_Conforme_1_Cam_T_1_102.jpg,T,Conforme,val,2025_Conforme_1_Cam_X_1_102.jpg
2025_Conforme_1_Cam_B_1_102.jpg,B,Conforme,val,2025_Conforme_1_Cam_X_1_102.jpg
2025_Conforme_1_Cam_T_1_103.jpg,T,Conforme,test,2025_Conforme_1_Cam_X_1_103.jpg
2025_Conforme_1_Cam_B_1_103.jpg,B,Conforme,test,2025_Conforme_1_Cam_X_1_103.jpg
2025_Conforme_1_Cam_T_1_104.jpg,T,Conforme,test,2025_Conforme_1_Cam_X_1_104.jpg
2025_Conforme_1_Cam_B_1_104.jpg,B,Conforme,test,2025_Conforme_1_Cam_X_1_104.jpg
2025_Conforme_1_Cam_T_1_105.jpg,T,Conforme,val,2025_Conforme_1_Cam_X_1_105.jpg
2025_Conforme_1_Cam_B_1_105.jpg,B,Conforme,val,2025_Conforme_1_Cam_X_1_105.jpg
2025_Conforme_1_Cam_T_1_106.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_106.jpg
2025_Conforme_1_Cam_B_1_106.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_106.jpg
2025_Conforme_1_Cam_T_1_107.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_107.jpg
2025_Conforme_1_Cam_B_1_107.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_107.jpg
2025_Conforme_1_Cam_T_1_108.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_108.jpg
2025_Conforme_1_Cam_B_1_108.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_108.jpg
2025_Conforme_1_Cam_T_1_109.jpg,T,Conforme,test,2025_Conforme_1_Cam_X_1_109.jpg
2025_Conforme_1_Cam_B_1_109.jpg,B,Conforme,test,2025_Conforme_1_Cam_X_1_109.jpg
2025_Conforme_1_Cam_T_1_11.jpg,T,Vide,train,2025_Conforme_1_Cam_X_1_11.jpg
2025_Conforme_1_Cam_B_1_11.jpg,B,Vide,train,2025_Conforme_1_Cam_X_1_11.jpg
2025_Conforme_1_Cam_T_1_110.jpg,T,Conforme,test,2025_Conforme_1_Cam_X_1_110.jpg
2025_Conforme_1_Cam_B_1_110.jpg,B,Conforme,test,2025_Conforme_1_Cam_X_1_110.jpg
2025_Conforme_1_Cam_T_1_111.jpg,T,Conforme,val,2025_Conforme_1_Cam_X_1_111.jpg
2025_Conforme_1_Cam_B_1_111.jpg,B,Conforme,val,2025_Conforme_1_Cam_X_1_111.jpg
2025_Conforme_1_Cam_T_1_112.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_112.jpg
2025_Conforme_1_Cam_B_1_112.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_112.jpg
2025_Conforme_1_Cam_T_1_113.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_113.jpg
2025_Conforme_1_Cam_B_1_113.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_113.jpg
2025_Conforme_1_Cam_T_1_114.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_114.jpg
2025_Conforme_1_Cam_B_1_114.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_114.jpg
2025_Conforme_1_Cam_T_1_115.jpg,T,Conforme,val,2025_Conforme_1_Cam_X_1_115.jpg
2025_Conforme_1_Cam_B_1_115.jpg,B,Conforme,val,2025_Conforme_1_Cam_X_1_115.jpg
2025_Conforme_1_Cam_T_1_116.jpg,T,Vide,val,2025_Conforme_1_Cam_X_1_116.jpg
2025_Conforme_1_Cam_B_1_116.jpg,B,Vide,val,2025_Conforme_1_Cam_X_1_116.jpg
2025_Conforme_1_Cam_T_1_117.jpg,T,Conforme,val,2025_Conforme_1_Cam_X_1_117.jpg
2025_Conforme_1_Cam_B_1_117.jpg,B,Conforme,val,2025_Conforme_1_Cam_X_1_117.jpg
2025_Conforme_1_Cam_T_1_118.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_118.jpg
2025_Conforme_1_Cam_B_1_118.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_118.jpg
2025_Conforme_1_Cam_T_1_119.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_119.jpg
2025_Conforme_1_Cam_B_1_119.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_119.jpg
2025_Conforme_1_Cam_T_1_12.jpg,T,Vide,test,2025_Conforme_1_Cam_X_1_12.jpg
2025_Conforme_1_Cam_B_1_12.jpg,B,Vide,test,2025_Conforme_1_Cam_X_1_12.jpg
2025_Conforme_1_Cam_T_1_120.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_120.jpg
2025_Conforme_1_Cam_B_1_120.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_120.jpg
2025_Conforme_1_Cam_T_1_121.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_121.jpg
2025_Conforme_1_Cam_B_1_121.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_121.jpg
2025_Conforme_1_Cam_T_1_122.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_122.jpg
2025_Conforme_1_Cam_B_1_122.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_122.jpg
2025_Conforme_1_Cam_T_1_123.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_123.jpg
2025_Conforme_1_Cam_B_1_123.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_123.jpg
2025_Conforme_1_Cam_T_1_124.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_124.jpg
2025_Conforme_1_Cam_B_1_124.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_124.jpg
2025_Conforme_1_Cam_T_1_125.jpg,T,Conforme,val,2025_Conforme_1_Cam_X_1_125.jpg
2025_Conforme_1_Cam_B_1_125.jpg,B,Conforme,val,2025_Conforme_1_Cam_X_1_125.jpg
2025_Conforme_1_Cam_T_1_126.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_126.jpg
2025_Conforme_1_Cam_B_1_126.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_126.jpg
2025_Conforme_1_Cam_T_1_127.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_127.jpg
2025_Conforme_1_Cam_B_1_127.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_127.jpg
2025_Conforme_1_Cam_T_1_128.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_128.jpg
2025_Conforme_1_Cam_B_1_128.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_128.jpg
2025_Conforme_1_Cam_T_1_129.jpg,T,Conforme,val,2025_Conforme_1_Cam_X_1_129.jpg
2025_Conforme_1_Cam_B_1_129.jpg,B,Conforme,val,2025_Conforme_1_Cam_X_1_129.jpg
2025_Conforme_1_Cam_T_1_13.jpg,T,Vide,train,2025_Conforme_1_Cam_X_1_13.jpg
2025_Conforme_1_Cam_B_1_13.jpg,B,Vide,train,2025_Conforme_1_Cam_X_1_13.jpg
2025_Conforme_1_Cam_T_1_130.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_130.jpg
2025_Conforme_1_Cam_B_1_130.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_130.jpg
2025_Conforme_1_Cam_T_1_131.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_131.jpg
2025_Conforme_1_Cam_B_1_131.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_131.jpg
2025_Conforme_1_Cam_T_1_132.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_132.jpg
2025_Conforme_1_Cam_B_1_132.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_132.jpg
2025_Conforme_1_Cam_T_1_133.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_133.jpg
2025_Conforme_1_Cam_B_1_133.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_133.jpg
2025_Conforme_1_Cam_T_1_134.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_134.jpg
2025_Conforme_1_Cam_B_1_134.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_134.jpg
2025_Conforme_1_Cam_T_1_135.jpg,T,Conforme,test,2025_Conforme_1_Cam_X_1_135.jpg
2025_Conforme_1_Cam_B_1_135.jpg,B,Conforme,test,2025_Conforme_1_Cam_X_1_135.jpg
2025_Conforme_1_Cam_T_1_136.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_136.jpg
2025_Conforme_1_Cam_B_1_136.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_136.jpg
2025_Conforme_1_Cam_T_1_137.jpg,T,Conforme,test,2025_Conforme_1_Cam_X_1_137.jpg
2025_Conforme_1_Cam_B_1_137.jpg,B,Conforme,test,2025_Conforme_1_Cam_X_1_137.jpg
2025_Conforme_1_Cam_T_1_138.jpg,T,Conforme,val,2025_Conforme_1_Cam_X_1_138.jpg
2025_Conforme_1_Cam_B_1_138.jpg,B,Conforme,val,2025_Conforme_1_Cam_X_1_138.jpg
2025_Conforme_1_Cam_T_1_139.jpg,T,Conforme,val,2025_Conforme_1_Cam_X_1_139.jpg
2025_Conforme_1_Cam_B_1_139.jpg,B,Conforme,val,2025_Conforme_1_Cam_X_1_139.jpg
2025_Conforme_1_Cam_T_1_14.jpg,T,Vide,val,2025_Conforme_1_Cam_X_1_14.jpg
2025_Conforme_1_Cam_B_1_14.jpg,B,Vide,val,2025_Conforme_1_Cam_X_1_14.jpg
2025_Conforme_1_Cam_T_1_140.jpg,T,Conforme,test,2025_Conforme_1_Cam_X_1_140.jpg
2025_Conforme_1_Cam_B_1_140.jpg,B,Conforme,test,2025_Conforme_1_Cam_X_1_140.jpg
2025_Conforme_1_Cam_T_1_141.jpg,T,Conforme,val,2025_Conforme_1_Cam_X_1_141.jpg
2025_Conforme_1_Cam_B_1_141.jpg,B,Conforme,val,2025_Conforme_1_Cam_X_1_141.jpg
2025_Conforme_1_Cam_T_1_142.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_142.jpg
2025_Conforme_1_Cam_B_1_142.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_142.jpg
2025_Conforme_1_Cam_T_1_143.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_143.jpg
2025_Conforme_1_Cam_B_1_143.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_143.jpg
2025_Conforme_1_Cam_T_1_144.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_144.jpg
2025_Conforme_1_Cam_B_1_144.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_144.jpg
2025_Conforme_1_Cam_T_1_145.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_145.jpg
2025_Conforme_1_Cam_B_1_145.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_145.jpg
2025_Conforme_1_Cam_T_1_146.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_146.jpg
2025_Conforme_1_Cam_B_1_146.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_146.jpg
2025_Conforme_1_Cam_T_1_147.jpg,T,Conforme,val,2025_Conforme_1_Cam_X_1_147.jpg
2025_Conforme_1_Cam_B_1_147.jpg,B,Conforme,val,2025_Conforme_1_Cam_X_1_147.jpg
2025_Conforme_1_Cam_T_1_148.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_148.jpg
2025_Conforme_1_Cam_B_1_148.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_148.jpg
2025_Conforme_1_Cam_T_1_149.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_149.jpg
2025_Conforme_1_Cam_B_1_149.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_149.jpg
2025_Conforme_1_Cam_T_1_15.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_15.jpg
2025_Conforme_1_Cam_B_1_15.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_15.jpg
2025_Conforme_1_Cam_T_1_150.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_150.jpg
2025_Conforme_1_Cam_B_1_150.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_150.jpg
2025_Conforme_1_Cam_T_1_151.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_151.jpg
2025_Conforme_1_Cam_B_1_151.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_151.jpg
2025_Conforme_1_Cam_T_1_152.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_152.jpg
2025_Conforme_1_Cam_B_1_152.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_152.jpg
2025_Conforme_1_Cam_T_1_153.jpg,T,Conforme,val,2025_Conforme_1_Cam_X_1_153.jpg
2025_Conforme_1_Cam_B_1_153.jpg,B,Conforme,val,2025_Conforme_1_Cam_X_1_153.jpg
2025_Conforme_1_Cam_T_1_154.jpg,T,Conforme,val,2025_Conforme_1_Cam_X_1_154.jpg
2025_Conforme_1_Cam_B_1_154.jpg,B,Conforme,val,2025_Conforme_1_Cam_X_1_154.jpg
2025_Conforme_1_Cam_T_1_155.jpg,T,Conforme,test,2025_Conforme_1_Cam_X_1_155.jpg
2025_Conforme_1_Cam_B_1_155.jpg,B,Conforme,test,2025_Conforme_1_Cam_X_1_155.jpg
2025_Conforme_1_Cam_T_1_156.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_156.jpg
2025_Conforme_1_Cam_B_1_156.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_156.jpg
2025_Conforme_1_Cam_T_1_157.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_157.jpg
2025_Conforme_1_Cam_B_1_157.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_157.jpg
2025_Conforme_1_Cam_T_1_158.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_158.jpg
2025_Conforme_1_Cam_B_1_158.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_158.jpg
2025_Conforme_1_Cam_T_1_159.jpg,T,Conforme,train,2025_Conforme_1_Cam_X_1_159.jpg
2025_Conforme_1_Cam_B_1_159.jpg,B,Conforme,train,2025_Conforme_1_Cam_X_1_159.jpg
2025_Conforme_1_Cam_T_1_16.jpg,T,Vide,train,2025_Conforme_1_Cam_X_1_16.jpg
2025_Conforme_1_Cam_B_1_16.jpg,B,Vide,train,2025_Conforme_1_Cam_X_1_16.jpg
2025_Conforme_1_Cam_T_1_160.jpg,T,Conforme,val,2025_Conforme_1_Cam_X_1_160.jpg
2025_Conforme_1_Cam_B_1_160.jpg,B,Conforme,val,2025_Conforme_1_Cam_X_1_160.jpg
